 ------- ------------ ---------------------- -------------------- ---------------- --------------- ---------------------- ---------- --------- ------------------------ ------------------------ -------------- -------------------- ------------------------------------------------------------ --------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
  annee   numero_lot   lot_emplacement        type_appartement     numero_serie     compteur_type   compteur_emplacement   index_n1   index_n   index_compteur_demonte   index_nouveau_compteur   consommation   etat_code            etat_libelle                                                 forfait   commentaire                                                                                                                                                                
 ------- ------------ ---------------------- -------------------- ---------------- --------------- ---------------------- ---------- --------- ------------------------ ------------------------ -------------- -------------------- ------------------------------------------------------------ --------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
  2021    109          2ème (Coursive 1)      2 pièces ou studio   IMP-109-SAL-EC   EC              Salle de bain          43         43                                                          0.000          actif                En fonctionnement                                            0         OK (pas de locataire) | Logement inoccupé                                                                                                                                  
  2021    109          2ème (Coursive 1)      2 pièces ou studio   IMP-109-CUI-EF   EF              Cuisine                20         20                                                          0.000          actif                En fonctionnement                                            0         Pas de locataire. Ok | Logement inoccupé                                                                                                                                   
  2021    109          2ème (Coursive 1)      2 pièces ou studio   IMP-109-SAL-EF   EF              Salle de bain          72         72                                                          0.000          actif                En fonctionnement                                            0         Pas de locataire. Ok | Logement inoccupé                                                                                                                                   
  2021    110          3 ème Couloir Gauche   3 pièces             IMP-110-CUI-EC   EC              Cuisine                41         47                                                          6.000          actif                En fonctionnement                                            0         FORFAIT car SDB ne tourne pas                                                                                                                                              
  2021    110          3 ème Couloir Gauche   3 pièces             IMP-110-SAL-EC   EC              Salle de bain          227        227                                                         35.000         bloque               Compteur bloqué                                              1         FORFAIT car SDB ne tourne pas                                                                                                                                              
  2021    110          3 ème Couloir Gauche   3 pièces             IMP-110-CUI-EF   EF              Cuisine                49         57                                                          8.000          actif                En fonctionnement                                            0         OK | Non communiqué                                                                                                                                                        
  2021    110          3 ème Couloir Gauche   3 pièces             IMP-110-SAL-EF   EF              Salle de bain          1139       1139                                                        0.000          actif                En fonctionnement                                            0         OK | Non communiqué                                                                                                                                                        
  2021    111          3 ème Couloir Face     5 pièces             IMP-111-CUI-EC   EC              Cuisine                135        148                                                         13.000         actif                En fonctionnement                                            0         Pas d'évolution sur le compteur eau chaude SDB                                                                                                                             
  2021    111          3 ème Couloir Face     5 pièces             IMP-111-SAL-EC   EC              Salle de bain          273        273                                                         35.000         bloque               Compteur bloqué                                              1         Pas d'évolution sur le compteur eau chaude SDB                                                                                                                             
  2021    111          3 ème Couloir Face     5 pièces             IMP-111-CUI-EF   EF              Cuisine                643        661                                                         18.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    111          3 ème Couloir Face     5 pièces             IMP-111-SAL-EF   EF              Salle de bain          733        763                                                         30.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    112          3ème (coursive 2)      4 pièces             IMP-112-CUI-EC   EC              Cuisine                384        8         384                      8                        0.000          remplace             Nouveau Compteur                                             0         Compteurs remplacés                                                                                                                                                        
  2021    112          3ème (coursive 2)      4 pièces             IMP-112-SAL-EC   EC              Salle de bain          925        21        925                      21                       21.000         remplace             Nouveau Compteur                                             0         Compteurs remplacés                                                                                                                                                        
  2021    112          3ème (coursive 2)      4 pièces             IMP-112-CUI-EF   EF              Cuisine                747        27        747                      27                       27.000         remplace             Nouveau Compteur                                             0         Compteurs remplacés                                                                                                                                                        
  2021    112          3ème (coursive 2)      4 pièces             IMP-112-SAL-EF   EF              Salle de bain          1097       39        1097                     39                       0.000          remplace             Nouveau Compteur                                             0         Compteurs remplacés                                                                                                                                                        
  2021    113          3ème (Coursive 1)      2 pièces ou studio   IMP-113-CUI-EC   EC              Cuisine                0          0                                                           0.000          supprime             Suppression définitive d'un compteur                         0         Faible consommation ?                                                                                                                                                      
  2021    113          3ème (Coursive 1)      2 pièces ou studio   IMP-113-SAL-EC   EC              Salle de bain          16         17                                                          1.000          actif                En fonctionnement                                            0         Faible consommation ?                                                                                                                                                      
  2021    113          3ème (Coursive 1)      2 pièces ou studio   IMP-113-CUI-EF   EF              Cuisine                0          0                                                           0.000          supprime             Suppression définitive d'un compteur                         0         OK                                                                                                                                                                         
  2021    113          3ème (Coursive 1)      2 pièces ou studio   IMP-113-SAL-EF   EF              Salle de bain          359        369                                                         10.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    114          4ème Couloir Gauche    3 pièces             IMP-114-CUI-EC   EC              Cuisine                175        185                                                         10.000         actif                En fonctionnement                                            0         PB de compteur SDB ????                                                                                                                                                    
  2021    114          4ème Couloir Gauche    3 pièces             IMP-114-SAL-EC   EC              Salle de bain          306        306                                                         35.000         bloque               Compteur bloqué                                              1         PB de compteur SDB ????                                                                                                                                                    
  2021    114          4ème Couloir Gauche    3 pièces             IMP-114-CUI-EF   EF              Cuisine                258        258                                                         0.000          actif                En fonctionnement                                            0         PB compteur cuisine                                                                                                                                                        
  2021    114          4ème Couloir Gauche    3 pièces             IMP-114-SAL-EF   EF              Salle de bain          702        776                                                         74.000         actif                En fonctionnement                                            0         PB compteur cuisine                                                                                                                                                        
  2021    115          4ème Couloir Face      5 pièces             IMP-115-CUI-EC   EC              Cuisine                23         23                                                          0.000          forfait              Index Compteur non communiqué                                1         FORFAIT car pas de relevés                                                                                                                                                 
  2021    115          4ème Couloir Face      5 pièces             IMP-115-SAL-EC   EC              Salle de bain          149        149                                                         35.000         forfait              Index Compteur non communiqué                                1         FORFAIT car pas de relevés                                                                                                                                                 
  2021    115          4ème Couloir Face      5 pièces             IMP-115-CUI-EF   EF              Cuisine                82         82                                                          40.000         forfait              Index Compteur non communiqué                                1         FORFAIT car pas de relevés                                                                                                                                                 
  2021    115          4ème Couloir Face      5 pièces             IMP-115-SAL-EF   EF              Salle de bain          2          2                                                           0.000          forfait              Index Compteur non communiqué                                1         FORFAIT car pas de relevés                                                                                                                                                 
  2021    116          4ème (Coursive 2)      4 pièces             IMP-116-CUI-EC   EC              Cuisine                342        351                                                         9.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    116          4ème (Coursive 2)      4 pièces             IMP-116-SAL-EC   EC              Salle de bain          339        348                                                         9.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    116          4ème (Coursive 2)      4 pièces             IMP-116-CUI-EF   EF              Cuisine                576        593                                                         17.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    116          4ème (Coursive 2)      4 pièces             IMP-116-SAL-EF   EF              Salle de bain          732        758                                                         26.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    117          4ème (Cousive 1)       2 pièces             IMP-117-CUI-EC   EC              Cuisine                253        253                                                         0.000          actif                En fonctionnement                                            0         OK (appartement pratiquement inoccupé)                                                                                                                                     
  2021    117          4ème (Cousive 1)       2 pièces             IMP-117-SAL-EC   EC              Salle de bain          10         10                                                          0.000          inoccupe             Appartement inoccupé                                         0         OK (appartement pratiquement inoccupé)                                                                                                                                     
  2021    117          4ème (Cousive 1)       2 pièces             IMP-117-CUI-EF   EF              Cuisine                471        472                                                         1.000          actif                En fonctionnement                                            0         OK (appartement pratiquement inoccupé)                                                                                                                                     
  2021    117          4ème (Cousive 1)       2 pièces             IMP-117-SAL-EF   EF              Salle de bain          769        784                                                         15.000         actif                En fonctionnement                                            0         OK (appartement pratiquement inoccupé)                                                                                                                                     
  2021    118          5ème Couloir Gauche    3 pièces             IMP-118-CUI-EC   EC              Cuisine                117        117                                                         0.000          forfait              Index Compteur non communiqué                                1         FORFAIT pas de relevé                                                                                                                                                      
  2021    118          5ème Couloir Gauche    3 pièces             IMP-118-SAL-EC   EC              Salle de bain          256        256                                                         35.000         forfait              Index Compteur non communiqué                                1         FORFAIT pas de relevé                                                                                                                                                      
  2021    118          5ème Couloir Gauche    3 pièces             IMP-118-CUI-EF   EF              Cuisine                608        608                                                         40.000         forfait              Index Compteur non communiqué                                1         FORFAIT car pas de relevés                                                                                                                                                 
  2021    118          5ème Couloir Gauche    3 pièces             IMP-118-SAL-EF   EF              Salle de bain          680        680                                                         0.000          forfait              Index Compteur non communiqué                                1         FORFAIT car pas de relevés                                                                                                                                                 
  2021    119          5ème Couloir Face      5 pièces             94246918         EC              Cuisine                384        422       384                                               38.000         actif                En fonctionnement                                            0         Pas de conso sur SDB                                                                                                                                                       
  2021    119          5ème Couloir Face      5 pièces             94246692         EC              Salle de bain          4          4         4                                                 35.000         bloque               Compteur bloqué                                              1         Pas de conso sur SDB                                                                                                                                                       
  2021    119          5ème Couloir Face      5 pièces             95191126         EF              Cuisine                602        660       602                                               58.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    119          5ème Couloir Face      5 pièces             95191198         EF              Salle de bain          292        314       292                                               22.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    120          5ème (coursive 2)      4 pièces             IMP-120-CUI-EC   EC              Cuisine                226        243                                                         17.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    120          5ème (coursive 2)      4 pièces             IMP-120-SAL-EC   EC              Salle de bain          701        746                                                         45.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    120          5ème (coursive 2)      4 pièces             IMP-120-CUI-EF   EF              Cuisine                552        573                                                         21.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    120          5ème (coursive 2)      4 pièces             IMP-120-SAL-EF   EF              Salle de bain          944        994                                                         50.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    121          5ème (coursive 1)      2 pièces ou studio   IMP-121-CUI-EC   EC              Cuisine                45         58                                                          13.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    121          5ème (coursive 1)      2 pièces ou studio   IMP-121-SAL-EC   EC              Salle de bain          523        529                                                         6.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    121          5ème (coursive 1)      2 pièces ou studio   IMP-121-CUI-EF   EF              Cuisine                265        299                                                         34.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    121          5ème (coursive 1)      2 pièces ou studio   IMP-121-SAL-EF   EF              Salle de bain          365        407                                                         42.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    122          6ème Couloir Gauche    3 pièces             IMP-122-CUI-EC   EC              Cuisine                26         31                                                          5.000          actif                En fonctionnement                                            0         Compteur SDB remplacé en mars 2021                                                                                                                                         
  2021    122          6ème Couloir Gauche    3 pièces             IMP-122-SAL-EC   EC              Salle de bain          237        9         237                      9                        9.000          remplace             Nouveau Compteur                                             0         Compteur SDB remplacé en mars 2021                                                                                                                                         
  2021    122          6ème Couloir Gauche    3 pièces             IMP-122-CUI-EF   EF              Cuisine                335        342                                                         7.000          actif                En fonctionnement                                            0         Compteur SDB remplacé en mars 2021                                                                                                                                         
  2021    122          6ème Couloir Gauche    3 pièces             IMP-122-SAL-EF   EF              Salle de bain          925        39        925                      39                       0.000          remplace             Nouveau Compteur                                             0         Compteur SDB remplacé en mars 2021                                                                                                                                         
  2021    123          6ème Couloir Face      5 pièces             IMP-123-CUI-EC   EC              Cuisine                12         18                                                          6.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    123          6ème Couloir Face      5 pièces             IMP-123-SAL-EC   EC              Salle de bain          27         48                                                          21.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    123          6ème Couloir Face      5 pièces             IMP-123-CUI-EF   EF              Cuisine                34         43                                                          9.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    123          6ème Couloir Face      5 pièces             IMP-123-SAL-EF   EF              Salle de bain          87         133                                                         46.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    124          6ème (coursive 2)      4 pièces             IMP-124-CUI-EC   EC              Cuisine                413        419                                                         6.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    124          6ème (coursive 2)      4 pièces             IMP-124-SAL-EC   EC              Salle de bain          946        961                                                         15.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    124          6ème (coursive 2)      4 pièces             IMP-124-CUI-EF   EF              Cuisine                1209       1248                                                        39.000         actif                En fonctionnement                                            0         Ok                                                                                                                                                                         
  2021    124          6ème (coursive 2)      4 pièces             IMP-124-SAL-EF   EF              Salle de bain          1284       1312                                                        28.000         actif                En fonctionnement                                            0         Ok                                                                                                                                                                         
  2021    125          6ème (coursive 1)      2 pièces ou studio   148029/10        EC              Cuisine                26         26                                                          0.000          supprime             Suppression définitive d'un compteur                         0         FORFAIT ?? Compteur cuisine ne tourne pas | Suppression des compteurs cuisine, une chambre a été installée dans la cuisine                                                 
  2021    125          6ème (coursive 1)      2 pièces ou studio   94246359         EC              Salle de bain          101        111                                                         10.000         actif                En fonctionnement                                            0         FORFAIT ?? Compteur cuisine ne tourne pas | Suppression des compteurs cuisine, une chambre a été installée dans la cuisine                                                 
  2021    125          6ème (coursive 1)      2 pièces ou studio   09091612         EF              Cuisine                126        126                                                         0.000          supprime             Suppression définitive d'un compteur                         0         PB compteur cuisine - FORFAIT | Suppression des compteurs cuisine, une chambre a été installée dans la cuisine                                                             
  2021    125          6ème (coursive 1)      2 pièces ou studio   95191326         EF              Salle de bain          492        503                                                         11.000         actif                En fonctionnement                                            0         PB compteur cuisine - FORFAIT | Suppression des compteurs cuisine, une chambre a été installée dans la cuisine                                                             
  2021    126          7ème Couloir Gauche    3 pièces             IMP-126-CUI-EC   EC              Cuisine                237        237                                                         0.000          bloque               Compteur bloqué                                              1         Compteur cuisine bloqué FORFAIT                                                                                                                                            
  2021    126          7ème Couloir Gauche    3 pièces             IMP-126-SAL-EC   EC              Salle de bain          397        405                                                         8.000          actif                En fonctionnement                                            0         Compteur cuisine bloqué FORFAIT                                                                                                                                            
  2021    126          7ème Couloir Gauche    3 pièces             IMP-126-CUI-EF   EF              Cuisine                345        348                                                         3.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    126          7ème Couloir Gauche    3 pièces             IMP-126-SAL-EF   EF              Salle de bain          627        649                                                         22.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    127          7ème Couloir Face      5 pièces             IMP-127-CUI-EC   EC              Cuisine                165        173                                                         8.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    127          7ème Couloir Face      5 pièces             IMP-127-SAL-EC   EC              Salle de bain          455        464                                                         9.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    127          7ème Couloir Face      5 pièces             IMP-127-CUI-EF   EF              Cuisine                447        473                                                         26.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    127          7ème Couloir Face      5 pièces             IMP-127-SAL-EF   EF              Salle de bain          798        833                                                         35.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    128          7ème (coursive 2)      4 pièces             IMP-128-CUI-EC   EC              Cuisine                114        119                                                         5.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    128          7ème (coursive 2)      4 pièces             IMP-128-SAL-EC   EC              Salle de bain          33         35                                                          2.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    128          7ème (coursive 2)      4 pièces             IMP-128-CUI-EF   EF              Cuisine                184        191                                                         7.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    128          7ème (coursive 2)      4 pièces             IMP-128-SAL-EF   EF              Salle de bain          166        179                                                         13.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2021    129          7ème (Coursive 1)      2 pièces ou studio   IMP-129-CUI-EC   EC              Cuisine                0          0                                                           0.000          supprime             Suppression définitive d'un compteur                         0         FORFAIT - Pb de compteur                                                                                                                                                   
  2021    129          7ème (Coursive 1)      2 pièces ou studio   150602/15        EC              Salle de bain          19         19                                                          35.000         bloque               Compteur bloqué                                              1         FORFAIT - Pb de compteur                                                                                                                                                   
  2021    129          7ème (Coursive 1)      2 pièces ou studio   IMP-129-CUI-EF   EF              Cuisine                0          0                                                           0.000          supprime             Suppression définitive d'un compteur                         0         Plus de compteurs dans la cuisine                                                                                                                                          
  2021    129          7ème (Coursive 1)      2 pièces ou studio   95191318         EF              Salle de bain          387        412                                                         25.000         actif                En fonctionnement                                            0         Plus de compteurs dans la cuisine                                                                                                                                          
  2022    102          Rdc Bureaux            Bureaux              IMP-102-CUI-EC   EC              Cuisine                0          0                                                           0.000          supprime             Suppression définitive d'un compteur                         0                                                                                                                                                                                    
  2022    102          Rdc Bureaux            Bureaux              IMP-102-SAL-EC   EC              Salle de bain          0          0                                                           0.000          supprime             Suppression définitive d'un compteur                         0                                                                                                                                                                                    
  2022    102          Rdc Bureaux            Bureaux              IMP-102-CUI-EF   EF              Cuisine                18081      18085                                                       4.000          actif                En fonctionnement                                            0         ok                                                                                                                                                                         
  2022    102          Rdc Bureaux            Bureaux              IMP-102-SAL-EF   EF              Salle de bain                     0                                                                          supprime             Suppression définitive d'un compteur                         0         ok                                                                                                                                                                         
  2022    103          1er Couloir Face       5 pièces             95218906         EC              Cuisine                280        284                                                         4.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2022    103          1er Couloir Face       5 pièces             95218909         EC              Salle de bain          590        602                                                         12.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2022    103          1er Couloir Face       5 pièces             95191190         EF              Cuisine                469        477                                                         8.000          actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2022    103          1er Couloir Face       5 pièces             95191258         EF              Salle de bain          1292       1327                                                        35.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2022    104          1er (Coursive 2)       4 pièces             IMP-104-CUI-EC   EC              Cuisine                30         30                                                          0.000          bloque               Compteur bloqué                                              1         FORFAIT car cuisine ne tourne pas?                                                                                                                                         
  2022    104          1er (Coursive 2)       4 pièces             IMP-104-SAL-EC   EC              Salle de bain          320        357                                                         37.000         actif                En fonctionnement                                            0         FORFAIT car cuisine ne tourne pas?                                                                                                                                         
  2022    104          1er (Coursive 2)       4 pièces             IMP-104-CUI-EF   EF              Cuisine                179        210                                                         31.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
  2022    104          1er (Coursive 2)       4 pièces             IMP-104-SAL-EF   EF              Salle de bain          725        817                                                         92.000         actif                En fonctionnement                                            0         OK                                                                                                                                                                         
